Entity,Code,Year,Suicide rate (WHO (2005)),Life satisfaction in Cantril Ladder (World Happiness Report 2019),Total population (Gapminder & UN),Continent
North Macedonia,MKD,2001,6.719395,4.493598461,2060272,
North Macedonia,MKD,2002,6.791909,4.493598461,2060272,
North Macedonia,MKD,2003,6.100502,4.493598461,2060272,
North Macedonia,MKD,2004,7.876878262,4.493598461,2060272,
North Macedonia,MKD,2005,7.876878262,4.493598461,2060272,
North Macedonia,MKD,2015,,,,Europe
Northern Cyprus,OWID_CYN,2015,,,,Asia
Northern Mariana Islands,MNP,2015,,,,Oceania
Norway,NOR,1951,5.949848,7.415682316,4632364,
Norway,NOR,1952,6.338094,7.415682316,4632364,
Norway,NOR,1953,6.933944,7.415682316,4632364,
Norway,NOR,1954,6.780933,7.415682316,4632364,
Norway,NOR,1955,6.805039,7.415682316,4632364,
Norway,NOR,1956,6.656648,7.415682316,4632364,
Norway,NOR,1957,6.65373,7.415682316,4632364,
Norway,NOR,1958,6.561034,7.415682316,4632364,
Norway,NOR,1959,7.132935,7.415682316,4632364,
Norway,NOR,1960,6.053056,7.415682316,4632364,
Norway,NOR,1961,6.249229,7.415682316,4632364,
Norway,NOR,1962,7.249916,7.415682316,4632364,
Norway,NOR,1963,7.292679,7.415682316,4632364,
Norway,NOR,1964,6.609901,7.415682316,4632364,
Norway,NOR,1965,7.193688,7.415682316,4632364,
Norway,NOR,1966,6.464213,7.415682316,4632364,
Norway,NOR,1967,6.344692,7.415682316,4632364,
Norway,NOR,1968,7.568803,7.415682316,4632364,
Norway,NOR,1969,7.584558,7.415682316,4632364,
Norway,NOR,1970,7.94972,7.415682316,4632364,
Norway,NOR,1971,7.772841,7.415682316,4632364,
Norway,NOR,1972,8.516699,7.415682316,4632364,
Norway,NOR,1973,8.158231,7.415682316,4632364,
Norway,NOR,1974,9.948808,7.415682316,4632364,
Norway,NOR,1975,9.354595,7.415682316,4632364,
Norway,NOR,1976,10.17054,7.415682316,4632364,
Norway,NOR,1977,11.02213,7.415682316,4632364,
Norway,NOR,1978,11.18785,7.415682316,4632364,
Norway,NOR,1979,11.58347,7.415682316,4632364,
Norway,NOR,1980,11.61248,7.415682316,4632364,
Norway,NOR,1981,12.13646,7.415682316,4632364,
Norway,NOR,1982,13.33471,7.415682316,4632364,
Norway,NOR,1983,13.70544,7.415682316,4632364,
Norway,NOR,1984,13.35334,7.415682316,4632364,
Norway,NOR,1985,13.37068,7.415682316,4632364,
Norway,NOR,1986,13.01929,7.415682316,4632364,
Norway,NOR,1987,14.25503,7.415682316,4632364,
Norway,NOR,1988,15.64157,7.415682316,4632364,
Norway,NOR,1989,14.2321,7.415682316,4632364,
Norway,NOR,1990,14.02974,7.415682316,4632364,
Norway,NOR,1991,14.41485,7.415682316,4632364,
Norway,NOR,1992,13.0069,7.415682316,4632364,
Norway,NOR,1993,12.28191,7.415682316,4632364,
Norway,NOR,1994,11.38587,7.415682316,4632364,
Norway,NOR,1995,11.55208,7.415682316,4632364,
Norway,NOR,1996,10.7995,7.415682316,4632364,
Norway,NOR,1997,10.91138,7.415682316,4632364,
Norway,NOR,1998,11.60942,7.415682316,4632364,
Norway,NOR,1999,12.41599,7.415682316,4632364,
Norway,NOR,2000,11.44005,7.415682316,4632364,
Norway,NOR,2001,11.28768,7.415682316,4632364,
Norway,NOR,2002,9.992784,7.415682316,4632364,
Norway,NOR,2003,10.35183,7.415682316,4632364,
Norway,NOR,2004,10.72357,7.415682316,4632364,
Norway,NOR,2005,10.823,7.415682316,4632364,
Norway,NOR,2015,,,,Europe
Oman,OMN,2002,3.814847,,2511269,
Oman,OMN,2004,3.716739416,,2511269,
Oman,OMN,2005,3.716739416,,2511269,
Oman,OMN,2015,,,,Asia
Pakistan,PAK,2002,13.96756,5.224657536,153909667,
Pakistan,PAK,2004,12.86981487,5.224657536,153909667,
Pakistan,PAK,2005,12.86981487,5.224657536,153909667,
Pakistan,PAK,2015,,,,Asia
Palau,PLW,2002,5.579326,,19906,
Palau,PLW,2004,5.554276466,,19906,
Palau,PLW,2005,5.554276466,,19906,
Palau,PLW,2015,,,,Oceania
Palestine,PSE,,,4.716387749,3576170,
Palestine,PSE,2015,,,,Asia
Panama,PAN,1984,1.634696,6.127988338,3330465,
Panama,PAN,1985,3.117213,6.127988338,3330465,
Panama,PAN,1986,4.503479,6.127988338,3330465,
Panama,PAN,1987,4.578268,6.127988338,3330465,
Panama,PAN,1988,4.238075,6.127988338,3330465,
Panama,PAN,1989,3.407573,6.127988338,3330465,
Panama,PAN,1996,4.583152,6.127988338,3330465,
Panama,PAN,1997,5.682899,6.127988338,3330465,
Panama,PAN,1998,5.705083,6.127988338,3330465,
Panama,PAN,1999,5.420964,6.127988338,3330465,
Panama,PAN,2000,5.349835,6.127988338,3330465,
Panama,PAN,2001,5.826587,6.127988338,3330465,
Panama,PAN,2002,5.814389,6.127988338,3330465,
Panama,PAN,2003,6.69641,6.127988338,3330465,
Panama,PAN,2004,6.195792,6.127988338,3330465,
Panama,PAN,2005,6.1052819,6.127988338,3330465,
Panama,PAN,2015,,,,North America
Papua New Guinea,PNG,2002,12.44662,,6314709,
Papua New Guinea,PNG,2004,11.95694065,,6314709,
Papua New Guinea,PNG,2005,11.95694065,,6314709,
Papua New Guinea,PNG,2015,,,,Oceania
Paraguay,PRY,1994,3.006316,4.730082035,5795494,
Paraguay,PRY,1995,2.912517,4.730082035,5795494,
Paraguay,PRY,1996,2.378467,4.730082035,5795494,
Paraguay,PRY,1997,2.833245,4.730082035,5795494,
Paraguay,PRY,1998,3.239362,4.730082035,5795494,
Paraguay,PRY,1999,3.577368,4.730082035,5795494,
Paraguay,PRY,2000,3.373229,4.730082035,5795494,
Paraguay,PRY,2001,3.188297,4.730082035,5795494,
Paraguay,PRY,2002,3.418299,4.730082035,5795494,
Paraguay,PRY,2003,3.385875,4.730082035,5795494,
Paraguay,PRY,2004,4.474054,4.730082035,5795494,
Paraguay,PRY,2005,4.409532,4.730082035,5795494,
Paraguay,PRY,2015,,,,South America
Parma,OWID_PMA,2015,,,,Europe
Peru,PER,2002,1.8759,4.810845375,27610410,
Peru,PER,2004,1.658907771,4.810845375,27610410,
Peru,PER,2005,1.658907771,4.810845375,27610410,
Peru,PER,2015,,,,South America
Philippines,PHL,1992,0.6353301,4.669945717,86274237,
Philippines,PHL,1993,1.469929,4.669945717,86274237,
Philippines,PHL,1997,1.350521,4.669945717,86274237,
Philippines,PHL,1998,1.43672,4.669945717,86274237,
Philippines,PHL,1999,1.661201,4.669945717,86274237,
Philippines,PHL,2000,2.188521,4.669945717,86274237,
Philippines,PHL,2001,1.809625,4.669945717,86274237,
Philippines,PHL,2002,1.866777,4.669945717,86274237,
Philippines,PHL,2003,2.186046,4.669945717,86274237,
Philippines,PHL,2004,1.922485113,4.669945717,86274237,
Philippines,PHL,2005,1.922485113,4.669945717,86274237,
Philippines,PHL,2015,,,,Asia
Pitcairn,PCN,2015,,,,Oceania
Poland,POL,1959,7.339004,5.587209225,38362666,
Poland,POL,1960,8.736814,5.587209225,38362666,
Poland,POL,1961,9.564972,5.587209225,38362666,
Poland,POL,1962,10.05943,5.587209225,38362666,
Poland,POL,1963,9.06005,5.587209225,38362666,
Poland,POL,1964,9.172454,5.587209225,38362666,
Poland,POL,1965,9.625675,5.587209225,38362666,
Poland,POL,1966,10.47866,5.587209225,38362666,
Poland,POL,1967,10.6868,5.587209225,38362666,
Poland,POL,1968,11.04561,5.587209225,38362666,
Poland,POL,1969,11.50053,5.587209225,38362666,
Poland,POL,1970,11.5039,5.587209225,38362666,
Poland,POL,1971,11.82271,5.587209225,38362666,
Poland,POL,1972,11.99342,5.587209225,38362666,
Poland,POL,1973,11.67589,5.587209225,38362666,
Poland,POL,1974,11.11854,5.587209225,38362666,
Poland,POL,1975,11.13316,5.587209225,38362666,
Poland,POL,1976,11.86378,5.587209225,38362666,
Poland,POL,1977,12.11314,5.587209225,38362666,
Poland,POL,1978,12.96601,5.587209225,38362666,
Poland,POL,1979,12.47814,5.587209225,38362666,
Poland,POL,1983,12.14406,5.587209225,38362666,
Poland,POL,1984,13.7317,5.587209225,38362666,
Poland,POL,1985,13.03489,5.587209225,38362666,
Poland,POL,1986,12.76347,5.587209225,38362666,
Poland,POL,1987,13.03219,5.587209225,38362666,
Poland,POL,1988,11.92608,5.587209225,38362666,
Poland,POL,1989,11.04187,5.587209225,38362666,
Poland,POL,1990,12.68793,5.587209225,38362666,
Poland,POL,1991,13.43896,5.587209225,38362666,
Poland,POL,1992,14.31187,5.587209225,38362666,
Poland,POL,1993,13.98428,5.587209225,38362666,
Poland,POL,1994,13.58305,5.587209225,38362666,
Poland,POL,1995,13.36345,5.587209225,38362666,
Poland,POL,1996,13.10995,5.587209225,38362666,
Poland,POL,1999,13.56346,5.587209225,38362666,
Poland,POL,2000,13.78471,5.587209225,38362666,
Poland,POL,2001,13.65072,5.587209225,38362666,
Poland,POL,2002,13.6517,5.587209225,38362666,
Poland,POL,2003,13.38901,5.587209225,38362666,
Poland,POL,2004,13.81242,5.587209225,38362666,
Poland,POL,2005,13.63706,5.587209225,38362666,
Poland,POL,2015,,,,Europe
Portugal,PRT,1955,9.764024,5.405246258,10565723,
Portugal,PRT,1956,10.68105,5.405246258,10565723,
Portugal,PRT,1957,8.586464,5.405246258,10565723,
Portugal,PRT,1958,9.343464,5.405246258,10565723,
Portugal,PRT,1959,9.703836,5.405246258,10565723,
Portugal,PRT,1960,9.007988,5.405246258,10565723,
Portugal,PRT,1961,9.241166,5.405246258,10565723,
Portugal,PRT,1962,8.76357,5.405246258,10565723,
Portugal,PRT,1963,9.724659,5.405246258,10565723,
Portugal,PRT,1964,9.650346,5.405246258,10565723,
Portugal,PRT,1965,9.415473,5.405246258,10565723,
Portugal,PRT,1966,9.795267,5.405246258,10565723,
Portugal,PRT,1967,10.14005,5.405246258,10565723,
Portugal,PRT,1968,9.452449,5.405246258,10565723,
Portugal,PRT,1969,8.68035,5.405246258,10565723,
Portugal,PRT,1970,8.103641,5.405246258,10565723,
Portugal,PRT,1971,8.103888,5.405246258,10565723,
Portugal,PRT,1972,7.841224,5.405246258,10565723,
Portugal,PRT,1973,8.201069,5.405246258,10565723,
Portugal,PRT,1974,8.049552,5.405246258,10565723,
Portugal,PRT,1975,8.096562,5.405246258,10565723,
Portugal,PRT,1976,8.302361,5.405246258,10565723,
Portugal,PRT,1977,8.719281,5.405246258,10565723,
Portugal,PRT,1978,9.029814,5.405246258,10565723,
Portugal,PRT,1979,9.504736,5.405246258,10565723,
Portugal,PRT,1980,7.085851,5.405246258,10565723,
Portugal,PRT,1981,7.323402,5.405246258,10565723,
Portugal,PRT,1982,7.759789,5.405246258,10565723,
Portugal,PRT,1983,9.075723,5.405246258,10565723,
Portugal,PRT,1984,9.594799,5.405246258,10565723,
Portugal,PRT,1985,8.797668,5.405246258,10565723,
Portugal,PRT,1986,8.301185,5.405246258,10565723,
Portugal,PRT,1987,8.450044,5.405246258,10565723,
Portugal,PRT,1988,7.000268,5.405246258,10565723,
Portugal,PRT,1989,6.273369,5.405246258,10565723,
Portugal,PRT,1990,7.357389,5.405246258,10565723,
Portugal,PRT,1991,7.869371,5.405246258,10565723,
Portugal,PRT,1992,7.127646,5.405246258,10565723,
Portugal,PRT,1993,6.269461,5.405246258,10565723,
Portugal,PRT,1994,6.145826,5.405246258,10565723,
Portugal,PRT,1995,6.410863,5.405246258,10565723,
Portugal,PRT,1996,4.892168,5.405246258,10565723,
Portugal,PRT,1997,4.765046,5.405246258,10565723,
Portugal,PRT,1998,4.110432,5.405246258,10565723,
Portugal,PRT,1999,3.881602,5.405246258,10565723,
Portugal,PRT,2000,3.696454,5.405246258,10565723,
Portugal,PRT,2001,5.546455,5.405246258,10565723,
Portugal,PRT,2002,8.800402,5.405246258,10565723,
Portugal,PRT,2003,8.100833,5.405246258,10565723,
Portugal,PRT,2004,8.188375473,5.405246258,10565723,
Portugal,PRT,2005,8.188375473,5.405246258,10565723,
Portugal,PRT,2015,,,,Europe
Puerto Rico,PRI,2015,,,,North America
Qatar,QAT,2002,3.256135,6.417824268,864863,
Qatar,QAT,2004,2.515720844,6.417824268,864863,
Qatar,QAT,2005,2.515720844,6.417824268,864863,
Qatar,QAT,2015,,,,Asia
Republic of Vietnam,OWID_RVN,2015,,,,Asia
Reunion,REU,2015,,,,Africa
Romania,ROU,1989,10.38418,5.048648357,21431018,
Romania,ROU,1990,8.392699,5.048648357,21431018,
Romania,ROU,1991,8.661991,5.048648357,21431018,
Romania,ROU,1992,10.72752,5.048648357,21431018,
Romania,ROU,1993,11.27867,5.048648357,21431018,
Romania,ROU,1994,11.7192,5.048648357,21431018,
Romania,ROU,1995,11.34378,5.048648357,21431018,
Romania,ROU,1996,11.35801,5.048648357,21431018,
Romania,ROU,1997,11.55556,5.048648357,21431018,
Romania,ROU,1998,11.27186,5.048648357,21431018,
Romania,ROU,1999,10.78912,5.048648357,21431018,
Romania,ROU,2000,11.10574,5.048648357,21431018,
Romania,ROU,2001,10.66391,5.048648357,21431018,
Romania,ROU,2002,12.20508,5.048648357,21431018,
Romania,ROU,2003,11.38388,5.048648357,21431018,
Romania,ROU,2004,10.63957,5.048648357,21431018,
Romania,ROU,2005,10.05932,5.048648357,21431018,
Romania,ROU,2015,,,,Europe
Russia,RUS,1980,32.61327,4.963742733,143618185,
Russia,RUS,1981,31.97382,4.963742733,143618185,
Russia,RUS,1982,32.35289,4.963742733,143618185,
Russia,RUS,1985,29.07068,4.963742733,143618185,
Russia,RUS,1986,21.37716,4.963742733,143618185,
Russia,RUS,1987,21.51458,4.963742733,143618185,
Russia,RUS,1988,22.58067,4.963742733,143618185,
Russia,RUS,1989,23.98959,4.963742733,143618185,
Russia,RUS,1990,24.66499,4.963742733,143618185,
Russia,RUS,1991,24.67332,4.963742733,143618185,
Russia,RUS,1992,28.77415,4.963742733,143618185,
Russia,RUS,1993,35.33885,4.963742733,143618185,
Russia,RUS,1994,38.99647,4.963742733,143618185,
Russia,RUS,1995,38.40206,4.963742733,143618185,
Russia,RUS,1996,36.31998,4.963742733,143618185,
Russia,RUS,1997,34.26565,4.963742733,143618185,
Russia,RUS,1998,32.09895,4.963742733,143618185,
Russia,RUS,1999,35.32395,4.963742733,143618185,
Russia,RUS,2000,35.24324,4.963742733,143618185,
Russia,RUS,2001,35.49273,4.963742733,143618185,
Russia,RUS,2002,34.11,4.963742733,143618185,
Russia,RUS,2003,31.46093,4.963742733,143618185,
Russia,RUS,2004,29.86262,4.963742733,143618185,
Russia,RUS,2005,27.87416,4.963742733,143618185,
Russia,RUS,2015,,,,Europe
Rwanda,RWA,2002,10.7916,4.21470356,8991735,
Rwanda,RWA,2004,13.11794853,4.21470356,8991735,
Rwanda,RWA,2005,13.11794853,4.21470356,8991735,
Rwanda,RWA,2015,,,,Africa
Saint Barthélemy,BLM,2015,,,,North America
Saint Helena,SHN,2015,,,,Africa
Saint Kitts and Nevis,KNA,,,,48611,
Saint Kitts and Nevis,KNA,2015,,,,North America
Saint Lucia,LCA,2002,5.848927,,163714,
Saint Lucia,LCA,2004,8.21094799,,163714,
Saint Lucia,LCA,2005,8.21094799,,163714,
Saint Lucia,LCA,2015,,,,North America
Saint Martin (French part),MAF,2015,,,,North America
Saint Pierre and Miquelon,SPM,2015,,,,North America
Saint Vincent and the Grenadines,VCT,2002,8.423156,,108744,
Saint Vincent and the Grenadines,VCT,2004,9.593027115,,108744,
Saint Vincent and the Grenadines,VCT,2005,9.593027115,,108744,
Saint Vincent and the Grenadines,VCT,2015,,,,North America
Samoa,WSM,2002,5.410833,,179929,
Samoa,WSM,2004,5.542323589,,179929,
Samoa,WSM,2005,5.542323589,,179929,
Samoa,WSM,2015,,,,Oceania
San Marino,SMR,2002,7.093159,,29240,
San Marino,SMR,2004,6.087670803,,29240,
San Marino,SMR,2005,6.087670803,,29240,
San Marino,SMR,2015,,,,Europe
Sao Tome and Principe,STP,2002,9.090421,,155630,
Sao Tome and Principe,STP,2004,10.49314976,,155630,
Sao Tome and Principe,STP,2005,10.49314976,,155630,
Sao Tome and Principe,STP,2015,,,,Africa
Saudi Arabia,SAU,2002,5.955035,7.079644203,23905654,
Saudi Arabia,SAU,2004,6.401537895,7.079644203,23905654,
Saudi Arabia,SAU,2005,6.401537895,7.079644203,23905654,
Saudi Arabia,SAU,2015,,,,Asia
Saxony,OWID_SAX,2015,,,,Europe
Senegal,SEN,2002,6.410122,4.417352676,11251266,
Senegal,SEN,2004,6.81143856,4.417352676,11251266,
Senegal,SEN,2005,6.81143856,4.417352676,11251266,
Senegal,SEN,2015,,,,Africa
Serbia,SRB,1998,15.06986,4.750383854,9214986,
Serbia,SRB,1999,16.05071,4.750383854,9214986,
Serbia,SRB,2000,15.50049,4.750383854,9214986,
Serbia,SRB,2001,14.46464,4.750383854,9214986,
Serbia,SRB,2002,14.2481,4.750383854,9214986,
Serbia,SRB,2003,13.74888,4.750383854,9214986,
Serbia,SRB,2004,12.97721,4.750383854,9214986,
Serbia,SRB,2005,13.71634,4.750383854,9214986,
Serbia,SRB,2015,,,,Europe
Serbia and Montenegro,OWID_SRM,1997,14.14686,,,
Serbia and Montenegro,OWID_SRM,1998,12.63675,,,
Serbia and Montenegro,OWID_SRM,1999,13.34126,,,
Serbia and Montenegro,OWID_SRM,2000,12.89358,,,
Serbia and Montenegro,OWID_SRM,2001,14.43999,,,
Serbia and Montenegro,OWID_SRM,2002,14.3126,,,
Serbia and Montenegro,OWID_SRM,2004,14.46964836,,,
Serbia and Montenegro,OWID_SRM,2005,14.46964836,,,
Serbia and Montenegro,OWID_SRM,2015,,,,Europe
Serbia excluding Kosovo,OWID_SEK,2015,,,,Europe
Seychelles,SYC,2002,10.17655,,88744,
Seychelles,SYC,2004,9.507927895,,88744,
Seychelles,SYC,2005,9.507927895,,88744,
Seychelles,SYC,2015,,,,Africa
Sierra Leone,SLE,2002,13.64068,3.628185034,5658379,
Sierra Leone,SLE,2004,11.98049736,3.628185034,5658379,
Sierra Leone,SLE,2005,11.98049736,3.628185034,5658379,
Sierra Leone,SLE,2015,,,,Africa
Singapore,SGP,1963,15.6672,6.462702751,4491042,
Singapore,SGP,1964,14.75906,6.462702751,4491042,
Singapore,SGP,1965,14.09774,6.462702751,4491042,
Singapore,SGP,1966,16.72129,6.462702751,4491042,
Singapore,SGP,1967,15.98031,6.462702751,4491042,
Singapore,SGP,1968,19.42398,6.462702751,4491042,
Singapore,SGP,1969,13.9952,6.462702751,4491042,
Singapore,SGP,1970,13.73209,6.462702751,4491042,
Singapore,SGP,1971,16.35336,6.462702751,4491042,
Singapore,SGP,1972,16.65082,6.462702751,4491042,
Singapore,SGP,1973,15.64216,6.462702751,4491042,
Singapore,SGP,1974,13.70407,6.462702751,4491042,
Singapore,SGP,1975,15.86606,6.462702751,4491042,
Singapore,SGP,1976,15.03358,6.462702751,4491042,
Singapore,SGP,1977,12.9747,6.462702751,4491042,
Singapore,SGP,1978,14.89002,6.462702751,4491042,
Singapore,SGP,1979,14.15758,6.462702751,4491042,
Singapore,SGP,1980,13.21455,6.462702751,4491042,
Singapore,SGP,1981,9.031859,6.462702751,4491042,
Singapore,SGP,1982,11.54369,6.462702751,4491042,
Singapore,SGP,1983,12.48183,6.462702751,4491042,
Singapore,SGP,1984,9.511345,6.462702751,4491042,
Singapore,SGP,1985,14.50564,6.462702751,4491042,
Singapore,SGP,1986,14.41016,6.462702751,4491042,
Singapore,SGP,1987,12.83475,6.462702751,4491042,
Singapore,SGP,1988,15.44338,6.462702751,4491042,
Singapore,SGP,1989,15.97309,6.462702751,4491042,
Singapore,SGP,1990,13.36842,6.462702751,4491042,
Singapore,SGP,1991,10.93564,6.462702751,4491042,
Singapore,SGP,1992,9.741329,6.462702751,4491042,
Singapore,SGP,1993,9.713158,6.462702751,4491042,
Singapore,SGP,1994,10.96703,6.462702751,4491042,
Singapore,SGP,1995,12.3293,6.462702751,4491042,
Singapore,SGP,1996,8.06874,6.462702751,4491042,
Singapore,SGP,1997,9.523671,6.462702751,4491042,
Singapore,SGP,1998,10.5003,6.462702751,4491042,
Singapore,SGP,1999,8.279798,6.462702751,4491042,
Singapore,SGP,2000,8.996689,6.462702751,4491042,
Singapore,SGP,2001,8.90111,6.462702751,4491042,
Singapore,SGP,2002,8.919598,6.462702751,4491042,
Singapore,SGP,2003,8.83317,6.462702751,4491042,
Singapore,SGP,2004,8.683154,6.462702751,4491042,
Singapore,SGP,2005,9.127511,6.462702751,4491042,
Singapore,SGP,2015,,,,Asia
Sint Maarten (Dutch part),SXM,2015,,,,North America
Slovakia,SVK,1992,14.08595,5.264676571,5398963,
Slovakia,SVK,1993,13.11195,5.264676571,5398963,
Slovakia,SVK,1994,12.27202,5.264676571,5398963,
Slovakia,SVK,1995,12.85946,5.264676571,5398963,
Slovakia,SVK,1996,11.59665,5.264676571,5398963,
Slovakia,SVK,1997,10.7445,5.264676571,5398963,
Slovakia,SVK,1998,11.31283,5.264676571,5398963,
Slovakia,SVK,1999,11.54251,5.264676571,5398963,
Slovakia,SVK,2000,11.96882,5.264676571,5398963,
Slovakia,SVK,2001,11.35117,5.264676571,5398963,
Slovakia,SVK,2002,11.53703,5.264676571,5398963,
Slovakia,SVK,2003,12.07549,5.264676571,5398963,
Slovakia,SVK,2004,10.75127,5.264676571,5398963,
Slovakia,SVK,2005,10.64574,5.264676571,5398963,
Slovakia,SVK,2015,,,,Europe
Slovenia,SVN,1985,29.96108,5.811264515,1996281,
Slovenia,SVN,1986,27.17877,5.811264515,1996281,
Slovenia,SVN,1987,27.93761,5.811264515,1996281,
Slovenia,SVN,1988,28.47483,5.811264515,1996281,
Slovenia,SVN,1989,30.45968,5.811264515,1996281,
Slovenia,SVN,1990,24.43765,5.811264515,1996281,
Slovenia,SVN,1991,28.39221,5.811264515,1996281,
Slovenia,SVN,1992,25.59074,5.811264515,1996281,
Slovenia,SVN,1993,27.03557,5.811264515,1996281,
Slovenia,SVN,1994,26.88709,5.811264515,1996281,
Slovenia,SVN,1995,24.31161,5.811264515,1996281,
Slovenia,SVN,1996,25.64912,5.811264515,1996281,
Slovenia,SVN,1997,25.30084,5.811264515,1996281,
Slovenia,SVN,1998,26.17643,5.811264515,1996281,
Slovenia,SVN,1999,24.62593,5.811264515,1996281,
Slovenia,SVN,2000,23.93481,5.811264515,1996281,
Slovenia,SVN,2001,23.37028,5.811264515,1996281,
Slovenia,SVN,2002,21.29828,5.811264515,1996281,
Slovenia,SVN,2003,21.99888,5.811264515,1996281,
Slovenia,SVN,2004,20.05259,5.811264515,1996281,
Slovenia,SVN,2005,19.42261,5.811264515,1996281,
Slovenia,SVN,2015,,,,Europe
Solomon Islands,SLB,2002,4.682738,,469885,
Solomon Islands,SLB,2004,4.484752655,,469885,
Solomon Islands,SLB,2005,4.484752655,,469885,
Solomon Islands,SLB,2015,,,,Oceania
Somalia,SOM,2002,10.09256,4.991399765,10409925,
Somalia,SOM,2004,29.86416435,4.991399765,10409925,
Somalia,SOM,2005,29.86416435,4.991399765,10409925,
Somalia,SOM,2015,,,,Africa
Somaliland,OWID_SML,2015,,,,Africa
South Africa,ZAF,2002,12.59825,5.083986759,48820586,
South Africa,ZAF,2004,15.714571,5.083986759,48820586,
South Africa,ZAF,2005,15.714571,5.083986759,48820586,
South Africa,ZAF,2015,,,,Africa
South Georgia and the South Sandwich Islands,SGS,2015,,,,South America
South Korea,KOR,1985,9.882329,5.332177639,48708497,
South Korea,KOR,1986,9.032893,5.332177639,48708497,
South Korea,KOR,1987,8.468999,5.332177639,48708497,
South Korea,KOR,1988,7.340459,5.332177639,48708497,
South Korea,KOR,1989,7.436526,5.332177639,48708497,
South Korea,KOR,1990,7.594887,5.332177639,48708497,
South Korea,KOR,1991,7.238297,5.332177639,48708497,
South Korea,KOR,1992,8.208565,5.332177639,48708497,
South Korea,KOR,1993,9.543824,5.332177639,48708497,
South Korea,KOR,1994,9.590639,5.332177639,48708497,
South Korea,KOR,1995,10.65248,5.332177639,48708497,
South Korea,KOR,1996,12.66524,5.332177639,48708497,
South Korea,KOR,1997,12.823,5.332177639,48708497,
South Korea,KOR,1998,17.89061,5.332177639,48708497,
South Korea,KOR,1999,14.63078,5.332177639,48708497,
South Korea,KOR,2000,13.15629,5.332177639,48708497,
South Korea,KOR,2001,13.95559,5.332177639,48708497,
South Korea,KOR,2002,17.10887,5.332177639,48708497,
South Korea,KOR,2003,21.20205,5.332177639,48708497,
South Korea,KOR,2004,21.88241,5.332177639,48708497,
South Korea,KOR,2005,22.40456,5.332177639,48708497,
South Korea,KOR,2015,,,,Asia
South Ossetia,OWID_SOS,2015,,,,Asia
South Sudan,SSD,,,,8108877,
South Sudan,SSD,2015,,,,Africa
Spain,ESP,1951,6.002937,7.152785778,44042632,
Spain,ESP,1952,6.088732,7.152785778,44042632,
Spain,ESP,1953,6.044108,7.152785778,44042632,
Spain,ESP,1954,5.903178,7.152785778,44042632,
Spain,ESP,1955,5.536589,7.152785778,44042632,
Spain,ESP,1956,5.30954,7.152785778,44042632,
Spain,ESP,1957,5.280958,7.152785778,44042632,
Spain,ESP,1958,5.039659,7.152785778,44042632,
Spain,ESP,1959,5.15363,7.152785778,44042632,
Spain,ESP,1960,5.520239,7.152785778,44042632,
Spain,ESP,1961,5.153321,7.152785778,44042632,
Spain,ESP,1962,4.831709,7.152785778,44042632,
Spain,ESP,1963,4.821046,7.152785778,44042632,
Spain,ESP,1964,4.801649,7.152785778,44042632,
Spain,ESP,1965,4.588103,7.152785778,44042632,
Spain,ESP,1966,4.460283,7.152785778,44042632,
Spain,ESP,1967,4.289072,7.152785778,44042632,
Spain,ESP,1968,4.108692,7.152785778,44042632,
Spain,ESP,1969,4.217566,7.152785778,44042632,
Spain,ESP,1970,3.856842,7.152785778,44042632,
Spain,ESP,1971,4.086316,7.152785778,44042632,
Spain,ESP,1972,4.21391,7.152785778,44042632,
Spain,ESP,1973,3.980632,7.152785778,44042632,
Spain,ESP,1974,3.733753,7.152785778,44042632,
Spain,ESP,1975,3.674462,7.152785778,44042632,
Spain,ESP,1976,3.8569,7.152785778,44042632,
Spain,ESP,1977,3.807381,7.152785778,44042632,
Spain,ESP,1978,3.832891,7.152785778,44042632,
Spain,ESP,1979,3.858464,7.152785778,44042632,
Spain,ESP,1980,4.074317,7.152785778,44042632,
Spain,ESP,1981,4.204177,7.152785778,44042632,
Spain,ESP,1982,4.445822,7.152785778,44042632,
Spain,ESP,1983,5.082625,7.152785778,44042632,
Spain,ESP,1984,5.760107,7.152785778,44042632,
Spain,ESP,1985,5.697421,7.152785778,44042632,
Spain,ESP,1986,6.221115,7.152785778,44042632,
Spain,ESP,1987,6.198634,7.152785778,44042632,
Spain,ESP,1988,6.51844,7.152785778,44042632,
Spain,ESP,1989,6.489957,7.152785778,44042632,
Spain,ESP,1990,6.24552,7.152785778,44042632,
Spain,ESP,1991,6.136345,7.152785778,44042632,
Spain,ESP,1992,5.799902,7.152785778,44042632,
Spain,ESP,1993,6.374966,7.152785778,44042632,
Spain,ESP,1994,6.576002,7.152785778,44042632,
Spain,ESP,1995,6.438225,7.152785778,44042632,
Spain,ESP,1996,6.783312,7.152785778,44042632,
Spain,ESP,1997,6.762559,7.152785778,44042632,
Spain,ESP,1998,6.459838,7.152785778,44042632,
Spain,ESP,1999,6.21019,7.152785778,44042632,
Spain,ESP,2000,6.479599,7.152785778,44042632,
Spain,ESP,2001,5.983665,7.152785778,44042632,
Spain,ESP,2002,6.222061,7.152785778,44042632,
Spain,ESP,2003,6.301854,7.152785778,44042632,
Spain,ESP,2004,6.247683,7.152785778,44042632,
Spain,ESP,2005,5.888479,7.152785778,44042632,
Spain,ESP,2015,,,,Europe
